K_1	K_2	K_3	K_4	K_5	K_6	K_7	tot_K	S_1	S_2	S_3	S_4	S_5	S_6	S_7	prS_1	prS_2	prS_3	prS_4	prS_5	prS_6	prS_7	tot_S	D_1	D_2	D_3	D_4	D_5	D_6	D_7	Pi_1	Pi_2	Pi_3	Pi_4	Pi_5	Pi_6	Pi_7	
3	5	3	26	3	5	2	47	117	189	138	1032	111	231	50	2	0	1	421	0	0	0	1035	0	-0.816994	0	1.20037	0	-0.404649	0	79	81	93.3333	351.615	74.6667	105	50	
26	5	3	5	3	2	3	47	1041	220	103	218	191	64	122	402	0	0	0	0	0	0	1041	3.60624	-0.989792	0	-0.753871	0	0	0	518.788	91.9	69	94.3	128.333	64	82.6667	
5	3	5	2	3	26	3	47	78	61	93	33	59	1031	74	3	0	0	0	1	715	0	1036	-0.555066	0	-0.942652	0	0	3.36197	0	34.7	40.6667	39.1	33	39.3333	497.308	49.6667	
5	3	3	3	5	26	2	47	291	135	152	204	239	1028	95	1	0	2	0	1	354	0	1035	-0.704067	0	0	0	-0.533501	1.36137	0	126.8	92.3333	103.667	139.333	106.7	361.098	95	
2	3	3	5	3	5	26	47	61	90	156	188	119	184	1020	1	0	0	4	0	2	438	1034	0	0	0	-0.848363	0	-1.13262	2.11909	61	60.6667	105	80.2	80.6667	75.2	408.935	
26	3	5	3	5	3	2	47	1027	171	286	141	202	167	74	326	1	1	0	1	3	0	1035	0.842423	0	-0.299219	0	-0.775614	0	0	325.825	116.667	131.9	96.3333	87.1	113.333	74	
5	5	3	3	2	26	3	47	155	223	101	97	57	977	97	7	6	2	0	4	464	1	1005	-0.880686	-0.729895	0	0	0	0.104149	0	65.8	96.8	68.6667	65.3333	57	262.698	65.3333	
3	5	26	5	3	2	3	38	6	8	606	8	4	6	1	4	1	586	2	2	1	0	616	0	-1.17432	0.182873	-0.043777	0	0	-0.816497	4	3.2	155.28	3.2381	2.66667	6	0.4	
2	5	3	5	3	3	26	47	44	153	99	194	137	114	1041	0	0	0	0	0	0	497	1041	0	-0.284241	0	-0.493005	0	0	2.66081	44	70.7	66.3333	87.1	92.6667	76.3333	454.298	
26	2	3	3	5	3	5	47	889	28	49	68	80	41	111	624	3	5	9	8	5	7	933	-0.52979	0	0	0	-0.592677	0	-0.568097	202.095	28	33	46.3333	35.4	27.3333	49.3	
3	2	3	5	3	26	5	47	116	65	139	236	144	1029	191	0	0	0	2	0	402	1	1037	0	0	0	-0.436521	0	0.733033	-0.672062	78	65	94	106.8	98.6667	319.083	83.6	
3	2	5	26	3	3	5	47	184	61	184	1024	102	124	237	1	0	1	410	0	0	1	1032	0	0	-0.81321	3.61882	0	0	-0.326013	125.333	61	78.9	511.169	69	83.6667	108.9	
2	3	5	3	3	26	5	47	6	14	13	16	18	962	35	0	0	0	1	1	876	1	965	0	0	-1.21039	0	0	-1.08584	-0.71442	6	9.33333	5.2	10.6667	12	183.64	15.2	
3	5	2	3	5	26	3	46	4	8	4	2	13	907	5	0	0	1	0	1	873	0	909	0	-0.807344	0	0	-0.97762	3.30439	0	2.66667	3.4	4	1.33333	5.4	434.138	3.33333	
26	3	3	3	5	5	2	47	1009	144	89	95	188	163	39	485	4	1	1	3	3	0	1024	2.99178	0	0	0	-0.256875	-0.26688	0	462.231	96.6667	59.3333	63.6667	87.2	75.5	39	
5	3	5	2	26	3	3	47	105	43	88	18	952	70	39	10	4	3	1	675	4	2	981	-0.874868	0	-1.03173	0	0.380634	0	0	44.6	28.6667	36.5	18	273.228	46.6667	26	
5	3	3	3	2	5	26	47	26	2	12	8	5	15	938	1	0	0	0	0	1	872	940	-1.24176	0	0	0	0	-1.01543	1.71362	10.4	1.33333	8	5.33333	5	6.2	351.16	
3	26	5	5	2	3	3	47	146	1041	314	325	128	161	220	0	255	0	0	0	0	0	1041	0	4.05223	-0.497567	-0.548325	0	0	0	100	549.209	140.9	144.8	128	110	150.667	
5	3	2	26	3	5	3	47	351	812	131	1041	222	344	169	0	0	0	58	0	0	0	1041	-0.565824	0	0	4.40358	0	-0.625424	0	156	560	131	573.175	152	151.6	114.667	
26	2	3	3	5	5	3	47	1041	156	159	186	393	357	257	189	0	0	0	0	0	0	1041	4.11953	0	0	0	-0.479544	-0.684719	0	553.8	156	107.333	125.333	176.8	156	179.333	
2	26	3	3	5	5	3	47	111	1040	143	811	315	301	122	0	85	0	0	0	0	0	1040	0	4.5249	0	0	-0.697014	-0.601454	0	111	580.892	96.6667	563.333	137.4	133.1	82.6667	
26	3	3	5	5	2	3	47	1041	173	163	311	340	760	225	88	0	0	0	0	0	0	1041	4.48262	0	0	-0.582159	-0.613109	0	0	578.566	117.333	112	137.9	150.1	760	153	
3	5	3	26	3	5	2	47	89	218	93	1041	145	839	88	0	0	0	111	0	0	0	1041	0	-0.783035	0	4.49687	0	-0.439053	0	60.6667	93.9	62.6667	579.538	98	379.6	88	
5	3	26	3	5	2	3	47	222	139	1041	94	198	82	104	0	0	442	0	0	0	0	1041	-0.9494	0	4.521	0	-0.861843	0	0	93.3	94	581.185	63.6667	84.3	82	69.3333	
3	3	5	3	26	5	2	47	160	824	868	160	1041	340	151	0	0	0	0	14	0	0	1041	0	0	0.0488276	0	3.41151	-0.599069	0	108.667	575	419.3	108.333	505.505	150.4	151	
3	26	5	2	3	5	3	47	173	1041	864	149	828	347	185	0	14	0	0	0	0	0	1041	0	4.31666	0.0199165	0	0	-0.603518	0	118	567.246	415.8	149	579.667	153.4	127.333	
3	2	3	26	3	5	5	47	38	34	46	1039	73	105	96	0	0	0	704	0	0	0	1039	0	0	0	3.15264	0	-0.950288	-1.00245	26	34	30.6667	486.911	49	44.1	40	
5	3	3	2	3	26	5	47	861	148	206	107	146	1040	295	0	0	0	0	0	57	0	1041	-0.180982	0	0	0	0	4.23741	-0.582381	403.5	101.333	141.667	107	98	561.302	130.8	
3	5	5	3	2	26	3	47	108	169	163	39	65	1034	69	0	1	1	1	0	537	0	1037	0	-1.00723	-1.03635	0	0	3.7311	0	72	70.4	67.6	26	65	523.763	46	
2	5	5	26	3	3	3	47	152	398	382	1041	161	250	184	0	0	0	190	0	0	0	1041	0	-0.453533	-0.402495	4.76378	0	0	0	152	179.7	173.7	597.745	110.333	171.333	125.667	
3	3	5	3	2	5	26	47	224	190	355	184	150	847	1041	0	0	0	0	0	0	54	1041	0	0	-0.667947	0	0	0.111737	5.2399	153.667	130	155.5	124.667	150	412.5	630.222	
26	2	5	3	3	3	5	47	1041	60	206	89	798	88	188	120	0	0	0	0	0	0	1041	4.41662	0	-0.746721	0	0	0	-0.890612	574.065	60	89.2	60	546.333	58.6667	79.7	
3	2	5	3	26	5	3	47	123	113	268	849	1040	323	130	0	1	0	0	72	0	0	1041	0	0	-0.631402	0	4.95827	-0.652203	0	83.6667	113	118	591	610.425	141.8	89	
3	5	3	5	2	3	26	47	11	418	13	22	12	10	893	2	5	0	1	1	2	444	904	0	-1.23925	0	-1.23588	0	0	0.546266	7.33333	168.1	8.66667	8.8	12	6.66667	265.994	
3	26	3	2	5	5	3	47	104	1035	812	86	235	226	100	0	92	5	0	1	0	0	1041	0	3.43605	0	0	-0.784741	-0.645681	0	70	504.258	557.667	86	101.2	99.3	67.3333	
2	3	5	5	3	3	26	47	80	79	810	825	117	69	1041	0	0	0	0	0	0	128	1041	0	0	-0.688432	1.97563	0	0	4.9573	80	52.6667	353.8	498.3	78.3333	46.3333	610.945	
5	3	26	5	3	2	3	47	853	810	1041	333	182	121	154	0	0	19	0	0	0	0	1041	-0.0605192	0	4.90091	-0.646995	0	0	0	406.2	568	607.098	146.3	123.667	121	105.333	
5	3	5	3	26	3	2	47	856	169	335	198	1041	240	127	0	0	0	0	64	0	0	1041	-0.0554678	0	-0.522492	0	4.74298	0	0	407.9	114.667	149.8	134.333	596.326	167.333	127	
5	5	3	3	26	2	3	47	52	798	36	21	1032	19	21	0	0	1	0	195	0	1	1035	-1.10715	-1.10287	0	0	4.09893	0	0	21.3	327.8	24	14	547.625	19	14	
3	2	3	5	5	26	3	47	131	108	206	311	277	1039	109	0	0	0	0	0	304	0	1040	0	0	0	-0.771438	-0.749895	4.12552	0	89	108	139.667	134.2	119.9	553.145	73	
5	3	3	3	5	2	26	47	206	121	83	98	190	74	1041	0	0	0	0	0	0	477	1041	-0.677294	0	0	0	-0.89465	0	4.37282	90.1	82.3333	55.6667	66.3333	80.5	74	571.077	
5	5	2	3	3	26	3	47	238	224	93	86	109	1040	151	0	0	0	0	0	405	1	1041	-0.897791	-0.824574	0	0	0	4.78876	0	100.8	95.9	93	57.3333	73.6667	598.874	101.333	
3	5	5	3	3	2	26	47	196	861	358	841	179	135	1041	0	0	0	0	0	0	19	1041	0	0.133609	-0.49966	0	0	0	5.58291	133.333	420.5	160.6	586.333	122.667	135	653.618	
26	5	3	3	3	2	5	47	1041	274	186	141	121	101	284	307	0	0	0	0	0	0	1041	5.17666	-0.645474	0	0	0	0	-0.499587	625.908	120.4	126.333	94.6667	82.3333	101	127.4	
3	5	2	26	3	5	3	47	159	353	126	1041	169	314	237	0	0	0	227	0	0	0	1041	0	-0.596888	0	4.30214	0	-0.558369	0	107	156.2	126	566.255	114	139.7	161.333	
2	3	3	5	3	26	5	47	51	111	82	169	71	1038	836	0	0	1	0	0	121	0	1039	0	0	0	-0.979041	0	4.02132	-0.801972	51	74.6667	54.6667	70.7	47.3333	545.526	359.2	
5	2	26	5	3	3	3	46	12	2	956	19	11	9	7	1	0	902	0	1	1	1	960	-1.20539	0	3.49562	-1.06809	0	0	0	4.8	2	469.545	7.8	7.33333	6	4.66667	
3	5	5	26	3	2	3	47	69	120	123	1040	79	29	89	0	0	0	621	0	0	0	1040	0	-1.01714	-0.907407	4.73711	0	0	0	46.3333	49.9	52	595.354	53	29	59.6667	
5	3	3	3	5	26	2	47	22	15	23	8	765	1007	7	0	0	0	0	0	231	0	1007	-1.23588	0	0	0	-1.16622	3.937	0	8.8	10	15.6667	5.33333	311.2	523.689	7	
3	3	26	5	2	5	3	47	116	98	1041	177	55	201	788	0	0	130	0	0	0	0	1041	0	0	4.73689	-0.5617	0	-0.860093	0	78	66.3333	595.911	78.7	55	85.6	541.333	
2	26	5	5	3	3	3	47	19	1027	84	60	43	37	60	0	763	1	2	1	1	0	1032	0	2.46186	-1.07668	-1.02429	0	0	0	19	434.806	34.6	24.9	28.6667	25	40.3333	
26	2	5	3	3	5	3	47	1041	22	93	60	74	89	50	709	0	0	0	0	0	0	1041	5.0914	0	-0.959668	0	0	-1.08777	0	620.092	22	39	40	49.6667	36.6	33.3333	
5	26	3	3	2	3	5	47	159	1040	98	98	43	109	142	0	524	0	0	0	0	1	1041	-0.840658	2.6002	0	0	0	0	-0.889398	67.9	449.732	66	65.6667	43	73	60.2	
3	5	3	2	26	5	3	47	767	113	63	31	1037	110	70	3	0	0	0	191	0	0	1040	0	-1.11341	0	0	4.00546	-0.979386	0	519.333	46.3	42.3333	31	543.923	46	47.6667	
3	3	3	5	5	2	26	47	52	54	62	101	80	28	1003	0	2	4	2	4	0	695	1016	0	0	0	-0.89046	-1.04706	0	1.00349	34.6667	36	41.6667	42.8	33.1	28	328.8	
3	2	3	5	26	3	5	47	65	39	73	89	1040	72	108	0	0	0	0	669	0	1	1041	0	0	0	-0.803386	3.03452	0	-1.01794	43.3333	39	48.6667	38.2	479.329	49	44.9	
26	5	3	3	2	5	3	47	985	25	13	9	5	718	13	249	1	1	0	0	2	1	990	1.98951	-0.868324	0	0	0	-1.23894	0	386.551	10.6	8.66667	6	5	288.8	8.66667	
5	5	3	26	3	3	2	47	160	136	71	1041	97	71	37	0	0	0	572	0	0	0	1041	-0.883053	-0.814126	0	4.40543	0	0	0	67.9	58.3	48.3333	573.302	65.6667	47.6667	37	
3	5	3	26	2	3	5	47	101	165	77	1041	50	117	151	0	0	0	545	0	0	0	1041	0	-0.914145	0	5.26931	0	0	-0.723124	67.6667	69.7	51.3333	632.228	50	79.3333	65.6	
3	5	3	3	2	5	26	47	48	66	43	753	19	74	1032	0	0	0	0	1	0	221	1033	0	-0.927387	0	0	0	-1.15676	3.22262	32	27.8	28.6667	505.667	19	30.1	488.366	
2	3	3	5	5	3	26	47	30	64	70	105	99	59	1037	0	0	0	0	0	0	666	1037	0	0	0	-0.693861	-0.962691	0	3.50155	30	44	46.6667	45.8	41.5	39.3333	509.683	
3	26	5	2	3	3	5	47	80	1040	168	35	79	104	129	0	571	0	0	0	0	0	1040	0	4.3558	-0.930026	0	0	0	-0.899856	53.6667	569.369	70.8	35	53.3333	70	54.6	
3	5	5	2	3	3	26	47	119	173	175	44	103	76	1040	1	0	0	0	0	0	523	1041	0	-0.646233	-0.925646	0	0	0	4.31688	80.6667	76	73.8	44	70	52.3333	566.717	
3	5	3	26	3	2	5	47	44	80	45	1040	40	26	85	0	0	0	756	0	0	1	1041	0	-1.02731	0	3.49281	0	0	-1.079	29.6667	33.2	30.3333	510.56	26.6667	26	35	
3	5	2	26	5	3	3	47	60	151	29	1040	130	97	73	0	0	0	600	0	0	0	1040	0	-1.02793	0	4.8275	-1.02472	0	0	40.3333	62.7	29	601.514	54	65.3333	49.6667	
2	5	3	5	3	26	3	47	41	190	103	175	100	1041	135	0	0	0	0	0	493	0	1041	0	-0.811038	0	-0.862122	0	4.57789	0	41	81.5	69.3333	74.5	67.3333	585.065	91.6667	
5	3	26	3	3	5	2	47	170	85	1041	102	83	148	39	0	0	565	0	0	0	0	1041	-0.924735	0	4.15183	0	0	-0.969318	0	71.7	58	556.003	68.6667	55.6667	62	39	
3	26	3	3	5	2	5	47	86	1041	108	85	148	53	171	0	547	0	0	0	0	0	1041	0	5.24166	0	0	-0.840648	0	-0.898919	58	630.342	72.6667	57.3333	63.2	53	72.4	
5	26	5	3	2	3	3	47	36	983	669	28	15	23	20	2	275	3	3	1	1	0	995	-0.860009	2.85217	-1.15767	0	0	0	0	15.3	441.338	272.5	18.6667	15	15.3333	13.3333	
2	3	26	5	5	3	3	47	41	70	1026	117	125	58	67	0	1	644	1	2	1	1	1034	0	0	3.45007	-0.956367	-1.10353	0	0	41	47	500.822	49.1	51.3	38.6667	45.3333	
5	2	26	5	3	3	3	47	123	34	1041	125	78	82	68	0	0	614	0	0	0	0	1041	-1.04919	0	5.31812	-0.799108	0	0	0	50.9	34	635.557	53.7	52.3333	55.3333	45.3333	
26	3	3	5	2	5	3	47	1035	62	73	118	31	103	74	655	1	0	0	0	0	0	1037	4.39915	0	0	-0.945624	0	-1.08239	0	569.575	41.3333	49	49.6	31	42.4	50.3333	
3	2	5	5	3	26	3	47	117	60	218	188	109	1041	119	0	0	0	0	0	454	0	1041	0	0	-0.753871	-0.907511	0	4.88747	0	79.3333	60	94.3	79.5	74.3333	606.182	80	
3	5	3	3	26	5	2	47	69	115	61	50	1040	109	30	0	0	0	0	674	1	0	1041	0	-1.08865	0	0	4.61692	-0.773209	0	47.3333	47.3	41.3333	34	587.163	47	30	
5	3	5	26	3	2	3	47	67	40	79	1035	53	29	34	0	0	0	775	1	0	0	1036	-0.861884	0	-1.14421	3.69828	0	0	0	28.5	26.6667	32.2	522.043	36	29	22.6667	
3	3	3	26	5	2	5	47	12	21	25	1008	29	4	38	0	1	1	891	1	0	0	1011	0	0	0	2.74265	-1.13781	0	-1.08743	8	14	16.6667	445.317	11.8	4	15.6	
3	3	26	5	5	2	3	47	151	210	1038	317	338	152	135	0	0	252	0	1	0	0	1041	0	0	5.1066	-0.620352	-0.684523	0	0	102	142	619.342	139.8	147.7	152	91.3333	
5	3	26	3	2	5	3	47	197	129	988	101	85	202	109	7	2	436	1	1	4	3	1020	-0.722642	0	3.29219	0	0	-0.917207	0	85.6	88	472.071	68.6667	85	85.3	73.6667	
5	5	3	3	3	2	26	47	870	485	295	866	301	230	1040	0	0	1	0	0	0	25	1041	0.430381	-0.0952085	0	0	0	0	4.9626	441.1	229.9	204	628	206.667	230	610.72	
5	3	3	2	26	3	5	47	438	286	212	182	997	211	405	3	0	0	1	137	1	2	1030	-0.255888	0	0	0	2.33235	0	-0.550257	203.2	196.667	145.333	182	413.655	142.667	180.4	
3	5	2	5	3	3	26	47	84	181	61	192	82	125	835	12	24	8	18	8	8	400	946	0	-0.972306	0	-0.81586	0	0	1.48448	56.6667	75.8	61	82.3	55	84.3333	300.086	
3	5	3	3	2	26	5	47	338	571	284	365	252	1033	498	2	0	1	0	0	55	2	1041	0	0.179067	0	0	0	3.78895	-0.263472	230.667	280.5	196.333	255	252	527.172	230.8	
2	3	3	3	26	5	5	47	222	315	302	854	1034	546	501	0	0	0	0	18	1	1	1040	0	0	0	0	2.75126	-0.101503	-0.113785	222	216.333	206.333	612	457.375	258.6	236.9	
5	3	2	3	26	3	5	47	82	41	32	49	895	36	101	10	4	2	5	645	3	15	943	-1.11043	0	0	0	3.18395	0	-1.10994	33.6	28	32	33	421.335	24.3333	41.4	
3	5	26	5	3	3	2	47	825	867	1039	353	206	179	162	1	0	41	0	0	0	0	1041	0	0.142241	3.86921	-0.285821	0	0	0	583.667	423.9	535.695	163.1	140.333	120.667	162	
5	3	26	3	3	2	5	47	184	94	936	86	116	83	164	8	7	448	3	7	3	11	986	-0.692351	0	2.96415	0	0	0	-1.00876	80.3	63	427.129	57.6667	78.6667	83	68.3	
5	26	3	3	5	3	2	47	285	1029	200	148	838	135	112	0	75	2	0	1	1	0	1036	-0.708806	2.53259	0	0	2.07354	0	0	124.1	440.422	136	100	511.3	90.6667	112	
2	5	5	3	3	3	26	47	159	364	887	260	189	204	1037	0	0	3	0	0	0	50	1041	0	-0.503683	2.21381	0	0	0	3.40868	159	163.2	549	178	128	140.333	503.372	
5	26	3	5	3	3	2	47	422	1028	256	475	221	319	187	0	118	0	1	1	0	0	1041	-0.330457	3.70098	0	-0.254757	0	0	0	193.8	518.698	176.667	220.4	151.333	221	187	
5	26	5	3	3	2	3	47	551	1039	913	323	320	252	421	0	12	0	0	0	1	0	1040	0.00635869	3.98315	0.866677	0	0	0	0	264.7	543.452	487.9	225.667	222.667	252	295	
2	26	5	3	3	3	5	47	273	1037	566	316	378	333	496	0	58	1	0	0	0	1	1041	0	3.89352	0.203157	0	0	0	-0.159875	273	536.317	278.9	220	266.333	233	233.1	
5	3	5	3	2	26	3	47	524	361	466	278	229	1031	268	1	0	1	0	0	85	0	1040	-0.113052	0	-0.180402	0	0	3.63547	0	247.8	250	218.4	192	229	515.785	182.333	
3	3	5	5	2	26	3	47	240	242	422	799	212	1036	299	0	0	2	2	0	52	0	1041	0	0	-0.338002	0.27278	0	2.665	0	164.667	163.667	193.6	397.2	212	452.403	208	
3	3	5	3	26	5	2	47	189	187	361	461	1015	353	143	3	0	1	0	149	2	0	1038	0	0	-0.46642	0	2.00556	-0.583363	0	131	126.667	162.7	320.667	399.382	156.5	143	
2	5	5	3	26	3	3	47	273	536	533	635	1039	299	317	0	0	0	0	25	0	1	1041	0	-0.177671	0.0227072	0	2.33949	0	0	273	251.3	256.6	452.333	431.551	208.333	218.333	
3	2	3	5	3	5	26	47	832	188	266	899	233	480	1037	0	0	0	0	0	0	24	1041	0	0	0	0.357666	0	-0.182446	4.3347	594.667	188	183.667	451.7	161.333	224.9	566.295	
3	2	5	3	5	26	3	47	191	155	871	182	336	1017	835	0	0	1	0	3	43	1	1033	0	0	2.02358	0	-0.619445	2.25601	0	129.333	155	528.7	124.333	148.2	416.858	587.667	
26	3	5	3	3	2	5	47	1025	311	400	215	213	170	477	144	0	0	0	1	0	4	1040	3.53223	0	-0.370089	0	0	0	-0.319116	505.852	217.333	182.7	146.333	144.333	170	219.4	
3	5	3	26	2	5	3	47	335	627	319	1039	262	563	386	0	1	0	38	0	0	0	1041	0	0.0213392	0	4.51903	0	-0.0124467	0	232.333	301.8	221.667	579.935	262	269.8	268.333	
26	3	5	3	2	3	5	47	1025	122	831	132	88	858	227	64	0	1	1	1	2	2	1035	3.5392	0	-0.346645	0	0	0	-0.921552	506.32	83	380.8	89.3333	88	625.667	95.8	
3	5	26	3	2	5	3	47	275	370	1012	217	175	838	207	1	3	47	3	0	5	0	1037	0	-0.636619	1.83804	0	0	1.96136	0	188.333	162.8	387.092	147.333	175	505.4	140	
2	3	5	3	5	26	3	47	115	199	300	135	241	991	152	1	0	8	3	8	293	2	1026	0	0	-0.519671	0	-0.750749	3.1498	0	115	135.333	134.2	91.6667	104.3	464.255	104	
5	3	5	2	3	3	26	47	142	57	131	59	87	59	913	11	2	8	5	7	5	529	965	-0.978784	0	-0.978201	0	0	0	3.0561	59.4	38.3333	54.8	59	58.6667	39.6667	422.148	
2	5	5	3	3	26	3	47	255	577	609	345	833	1035	328	0	0	0	1	0	7	0	1041	0	0.257806	0.318552	0	0	3.03217	0	255	286.3	304.5	238.333	601	476.868	224	
2	26	3	5	3	3	5	47	300	1041	328	543	317	852	577	0	13	0	0	0	0	0	1041	0	4.7894	0	-0.00997166	0	0	0.0452679	300	599.492	227.333	260.3	221.333	613.333	278.6	
5	5	3	3	2	26	3	47	278	302	179	135	135	848	142	18	19	9	11	14	238	12	983	-0.797552	-0.471988	0	0	0	-1.3668	0	119.5	136	122.667	91.3333	135	146.237	96	
26	3	3	5	3	5	2	47	1038	166	146	317	225	322	119	255	0	1	1	0	0	0	1041	4.77297	0	0	-0.615333	0	-0.487209	0	596.649	113.667	99.3333	139.9	153.667	144.7	119	
3	3	2	5	26	3	5	47	193	105	117	303	1039	134	332	0	0	0	1	287	0	0	1041	0	0	0	-0.54289	4.70813	0	-0.678654	130.333	71.3333	117	135.1	592.809	90.6667	145.2	
5	2	3	26	5	3	3	47	89	26	37	993	98	66	37	3	0	1	699	8	2	1	1010	-0.91003	0	0	4.30531	-1.00798	0	0	37.6	26	24.6667	540.385	40.8	44.3333	24.6667	
3	2	5	26	3	5	3	47	109	97	234	1039	182	262	101	0	0	0	359	0	0	1	1040	0	0	-0.673948	4.59541	0	-0.610618	0	73.3333	97	102.4	585.135	125	115.7	68.6667	
5	3	26	3	2	3	5	47	276	188	1040	123	79	116	260	1	0	345	0	0	0	0	1041	-0.690368	0	4.61624	0	0	0	-0.837936	120.5	127.333	587.117	83.3333	79	78.6667	111.1	
26	3	5	2	3	5	3	47	1041	88	142	35	57	126	38	631	0	0	0	0	0	0	1041	4.39456	0	-1.1799	0	0	-0.966463	0	572.56	59	57.6	35	38	52.8	25.6667	
5	2	3	5	3	26	3	47	251	103	216	333	141	1028	159	3	1	1	1	1	271	0	1039	-0.739929	0	0	-0.527535	0	4.2461	0	108.8	103	147.333	148.8	96.6667	555.418	108.333	
3	5	2	3	3	5	26	47	86	183	62	127	88	196	954	3	7	6	4	3	6	443	998	0	-0.888811	0	0	0	-0.979228	2.94626	57.3333	77.6	62	86.3333	58.6667	82	434.215	
3	2	3	5	3	26	5	47	85	60	86	211	139	984	192	1	0	4	10	5	447	7	1022	0	0	0	-0.894787	0	3.04418	-0.81586	56.6667	60	57.3333	89.4	94.6667	454.169	82.3	
3	5	5	26	2	3	3	47	193	351	295	1003	124	157	130	1	2	4	270	1	3	1	1031	0	-0.783449	-0.625521	3.03758	0	0	0	130.333	151.2	130	462.495	124	106	88	
26	3	2	5	3	3	5	47	986	13	17	75	24	34	47	810	1	1	4	3	1	4	1001	4.05252	0	0	-1.11621	0	0	-1.18976	520.246	8.66667	17	30.7	16	22.6667	19	
26	5	3	3	2	3	5	47	1035	229	118	115	89	164	302	350	1	0	0	0	1	1	1038	4.45033	-0.702501	0	0	0	0	-0.772249	573.046	99.8	79.6667	77	89	112.333	130.3	
3	26	3	2	3	5	5	47	184	1041	127	99	155	260	298	0	298	0	0	0	0	0	1041	0	3.75307	0	0	0	-0.617748	-0.690771	124.333	528.803	86.6667	99	104	114.7	130.1	
5	3	3	26	2	5	3	47	142	64	94	814	44	135	60	26	6	15	474	5	17	11	916	-1.04582	0	0	2.07849	0	-0.916471	0	58.8	42.6667	62.6667	324.249	44	57	40	
3	2	5	3	3	5	26	47	64	52	163	85	118	177	1033	0	0	0	0	1	1	527	1035	0	0	-0.987649	0	0	-1.02829	4.21929	43.3333	52	68.1	57	80	73.5	556.302	
26	5	5	3	2	3	3	47	1006	77	83	22	26	35	43	762	3	4	0	0	0	1	1015	3.62605	-0.792016	-1.18859	0	0	0	0	502.671	33.1	33.6	14.6667	26	23.3333	28.6667	
3	26	3	5	2	3	5	47	43	967	23	56	24	22	66	4	771	1	1	3	3	6	985	0	3.52559	0	-1.09091	0	0	-1.0469	28.6667	476.84	15.3333	23	24	14.6667	27.3	
3	5	5	2	3	3	26	47	169	239	194	65	99	100	1026	1	2	0	2	0	2	410	1035	0	-0.799586	-0.632226	0	0	0	2.71689	114.333	102.7	85.4	65	67	66.6667	451.529	
3	3	5	26	5	3	2	47	74	107	161	1034	200	78	68	0	0	2	498	0	0	0	1036	0	0	-0.855899	4.7683	-0.953358	0	0	49.6667	72	68.6	594.037	84	52.3333	68	
3	26	5	2	3	5	3	47	24	1024	73	17	23	84	48	0	780	1	0	0	2	0	1027	0	4.61981	-0.852299	0	0	-1.11433	0	16	578.335	31.1	17	15.3333	34.4	32	
3	26	5	3	3	2	5	47	102	1022	188	83	80	70	168	0	504	1	0	2	1	3	1030	0	4.38901	-0.856813	0	0	0	-0.722093	69	561.751	80.1	55.6667	53.6667	70	73	
2	3	3	5	26	5	3	47	19	24	42	74	993	43	32	1	1	3	3	800	3	1	1007	0	0	0	-1.13542	3.99111	-1.1819	0	19	16.3333	28.3333	30.2	519.938	17.4	21.3333	
5	2	5	3	3	26	3	47	194	75	220	157	96	1027	98	1	0	4	0	0	423	1	1033	-0.664984	0	-0.881421	0	0	4.27401	0	85	75	93.4	107	64.6667	556.757	65.3333	
5	3	26	2	3	3	5	47	317	235	1036	108	139	174	335	0	0	258	0	0	0	0	1038	-0.595257	0	3.92633	0	0	0	-0.64124	140.3	160.333	538.028	108	93.3333	121	147.3	
3	3	3	5	5	2	26	47	172	126	149	248	285	85	1039	0	0	0	0	0	1	334	1040	0	0	0	-0.727055	-0.424168	0	5.08872	117.333	85.3333	100.667	107.7	129.2	85	618.72	
5	5	3	3	3	26	2	47	109	117	54	79	46	996	39	3	3	5	3	1	645	0	1012	-1.12202	-0.997005	0	0	0	4.13829	0	44.6	48.8	36.3333	52.6667	31	531.114	39	
3	26	3	5	3	5	2	47	129	1041	129	253	205	369	98	0	271	0	0	0	0	0	1041	0	4.63251	0	-0.455039	0	-0.660769	0	88	588.791	87	114.2	141.333	161.8	98	
26	3	3	2	5	3	5	47	1039	111	180	85	293	119	255	336	0	0	0	0	0	0	1040	4.70763	0	0	0	-0.756822	0	-0.773253	592.775	75.3333	122	85	126.7	79.6667	110	
26	5	3	2	5	3	3	47	1037	116	42	42	112	80	46	666	0	0	0	1	0	0	1038	3.1906	-0.926306	0	0	-1.04123	0	0	488.554	48.9	28	42	46.4	53.3333	31	
5	3	3	3	26	5	2	45	10	6	8	5	812	11	6	3	0	2	1	777	2	2	822	-1.19267	0	0	0	3.5095	-0.926928	0	4	4	5.33333	3.33333	399.643	4.6	6	
26	2	5	3	3	5	3	47	663	59	178	116	128	188	111	294	5	42	21	23	33	20	861	-2.23373	0	-0.976136	0	0	-0.873712	0	76.5723	59	74.5	78	86.3333	79.9	75.3333	
5	3	2	26	5	3	3	47	122	62	33	499	102	69	80	48	18	10	314	35	14	34	696	-1.11232	0	0	-2.43289	-0.89421	0	0	50	41.6667	33	51.0123	43.2	46	53.6667	
5	3	3	3	5	2	26	47	250	156	113	113	236	75	775	27	23	17	11	28	6	295	944	-0.610586	0	0	0	-0.908071	0	-1.91582	110.4	107.333	77.3333	76.3333	99.8	75	105.726	
