K_1	K_2	K_3	K_4	K_5	K_6	K_7	tot_K	S_1	S_2	S_3	S_4	S_5	S_6	S_7	prS_1	prS_2	prS_3	prS_4	prS_5	prS_6	prS_7	tot_S	D_1	D_2	D_3	D_4	D_5	D_6	D_7	Pi_1	Pi_2	Pi_3	Pi_4	Pi_5	Pi_6	Pi_7	
3	2	3	5	3	5	26	17	0	0	0	22	4	26	35	0	0	0	1	0	4	9	40	0	0	0	-1.75432	0	0.907443	-0.135007	0	0	0	5.22222	2.66667	14	6.91745	
3	3	5	26	2	3	5	38	1	3	13	152	1	5	101	1	3	5	50	1	4	1	167	-0.816497	0	-1.05315	0.304851	0	0	0.645897	0.4	2	4.28571	40.1711	1	3.33333	52.6	
2	5	3	3	5	26	3	20	0	48	0	48	47	73	0	0	0	0	0	1	21	0	75	0	-1.42408	0	0	1.61753	1.97513	0	0	14.7619	0	32	27.4	25.4539	0	
3	26	3	5	5	3	2	26	1	82	19	44	61	1	0	1	19	4	4	2	0	0	93	-0.816497	1.27028	0	-0.827372	-0.48576	-0.816497	0	0.4	23.6396	12.6667	18.8	27.4	0.4	0	
2	5	3	3	26	3	5	9	0	3	0	0	10	0	3	0	0	0	0	6	0	1	11	0	-1.59996	0	0	1.55873	0	-1.59996	0	0.545455	0	0	2.94999	0	0.545455	
3	3	2	26	3	5	5	34	0	0	0	130	22	29	29	0	0	0	85	2	2	5	139	0	0	0	-0.372157	0	0.901662	0.901662	0	0	0	29.123	14.6667	15.6	15.6	
5	2	3	3	26	3	5	12	31	0	1	0	43	0	2	0	0	0	0	11	0	0	43	2.02663	0	-0.816497	0	-1.71814	0	0.195897	17.1429	0	0.4	0	3.98738	0	0.777778	
26	5	3	3	2	5	3	33	173	82	2	57	0	34	1	79	7	2	8	0	2	1	194	-0.348164	0.586058	-0.972558	0	0	-1.93009	-0.816497	38.4242	42.4	0.8	38	0	6.8	0.4	
2	5	5	26	3	3	3	9	0	2	8	7	0	0	1	0	0	2	1	0	0	1	10	0	-0.778153	-0.0733949	-0.442119	0	0	-0.816497	0	0.509091	3.8	0.962419	0	0	0.4	
5	2	5	26	3	3	3	37	39	1	48	113	0	1	34	10	1	10	40	0	1	3	138	-0.931553	0	-0.0130936	-0.801932	0	-0.816497	0	16.4	1	23	22.554	0	0.4	23	
5	26	5	2	3	3	3	27	8	79	47	2	0	0	37	1	18	2	2	0	0	7	91	-0.623857	0.577661	-0.788714	0	0	0	0	3.5	19.7797	20.2	2	0	0	24.6667	
3	5	2	3	26	3	5	4	0	1	0	0	3	1	2	0	0	0	0	0	0	0	3	0	-1.16387	0	0	0.111269	-0.816497	-1.42961	0	0.117647	0	0	0.515499	0.4	0.363636	
2	5	3	5	3	3	26	11	0	5	4	6	0	0	10	0	0	1	0	0	0	4	11	0	0.624961	-1.0938	-0.726201	0	0	-0.191423	0	2.11111	1.6	1.67273	0	0	1.65315	
5	2	3	26	5	3	3	30	61	1	0	90	47	45	0	2	1	0	25	6	9	0	108	0.341065	0	0	0.908138	-1.05608	0	0	30.6	1	0	25.2433	19.4	30	0	
3	2	5	5	3	3	26	11	0	0	8	8	4	0	10	0	0	2	0	1	0	3	14	0	0	1.18198	-0.656654	0	0	2.17446	0	0	4	2.85714	2.66667	0	3.32086	
3	26	5	2	3	5	3	9	0	11	7	0	0	6	7	0	4	0	0	0	1	0	14	0	-0.234347	-0.909034	0	0	-0.445104	0	0	1.62711	1.85455	0	0	1.81818	4.66667	
2	3	26	5	5	3	3	31	1	2	182	122	115	0	77	1	1	35	9	7	0	1	201	0	0	0.314668	0.0441807	-0.261828	0	0	1	1.33333	43.4584	58.9	53.3	0	51.3333	
5	3	3	5	3	2	26	21	13	44	2	47	0	0	54	5	1	2	4	0	0	7	66	-0.561681	0	0	1.48385	0	0	3.23508	4.7619	29.3333	1.33333	27	0	0	21.0553	
5	2	3	26	3	5	3	28	89	1	0	106	1	85	31	7	1	0	14	1	7	13	135	-0.892256	0	0	2.398	-0.816497	-0.948777	0	37.7	1	0	37.2387	0.4	35.7	20.6667	
3	5	26	5	3	3	2	12	1	0	5	81	1	0	0	1	0	4	80	1	0	0	87	-0.816497	0	-1.68438	-0.132696	-0.816497	0	0	0.4	0	0.0224215	38.2	0.4	0	0	
5	3	5	3	26	3	2	6	15	0	15	1	18	0	0	0	0	0	1	3	0	0	19	-2.3194	0	1.80545	-0.816497	-2.18265	0	0	1.76471	0	6.92308	0.4	0.279452	0	0	
26	3	5	3	5	2	3	20	43	0	36	0	3	2	2	11	0	4	0	3	2	2	54	-2.71634	0	-1.25092	0	-1.35841	0	-0.972558	0.295279	0	14.4	0	0.857143	2	0.8	
5	26	3	2	3	5	3	7	24	4	24	0	2	24	0	0	4	0	0	2	0	0	30	-2.4176	-1.53261	-1.23906	0	0	-2.4176	0	2.82353	0.0150376	9.6	0	1.33333	2.82353	0	
5	3	3	5	2	26	3	16	27	1	1	32	0	9	1	10	1	0	14	0	8	1	52	-2.43719	-0.816497	-0.816497	-2.17264	0	-2.07881	-0.816497	3.17647	0.4	0.4	5.81818	0	0.0604027	0.4	
3	3	26	3	2	5	5	13	3	0	71	66	0	76	65	3	0	6	1	0	11	0	86	0	0	-2.78138	0	0	-0.681781	1.95061	2	0	0.318386	44	0	33.2	30	
26	3	3	3	2	5	5	4	2	0	0	0	0	1	1	2	0	0	0	0	0	0	3	-1.15475	0	0	0	0	0.950509	-1.16387	0.00692042	0	0	0	0	0.461538	0.117647	
3	5	2	5	3	3	26	9	0	26	0	31	0	1	35	0	12	0	0	0	1	3	48	0	-0.341441	0	-2.45792	0	-0.816497	-2.39933	0	8.21818	0	3.64706	0	0.4	0.567713	
26	2	3	5	5	3	3	3	1	0	1	1	15	0	0	0	0	0	0	14	0	0	15	-0.512752	0	-0.816497	-1.16387	-1.94659	0	0	0.0620762	0	0.4	0.117647	2.87273	0	0	
5	2	3	5	3	3	26	4	7	0	0	0	0	7	2	0	0	0	0	0	0	2	9	1.63936	0	0	0	0	-1.16172	-1.15475	3.23077	0	0	0	0	2.8	0.00692042	
5	3	3	26	3	2	5	9	2	0	0	12	1	0	2	2	0	0	12	1	0	2	17	-1.42961	0	0	-2.15638	-0.816497	0	-1.50358	0.363636	0	0	0.0491803	0.4	0	0.235294	
2	5	26	5	3	3	3	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	-0.842598	0	0	0	0	0	0	0.00319489	0	0	0	0	
3	3	3	5	5	26	2	6	0	1	0	0	0	13	0	0	1	0	0	0	13	0	14	0	-0.816497	0	0	0	-2.19686	0	0	0.4	0	0	0	0.0532787	0	
3	5	2	26	3	3	5	13	0	0	1	31	1	1	3	0	0	1	31	1	1	3	37	0	0	0	-2.36158	-0.816497	-0.816497	-1.70573	0	0	1	0.680245	0.4	0.4	0.352941	
3	5	3	3	2	26	5	15	1	1	0	0	3	18	3	1	1	0	0	3	18	3	26	-0.816497	-1.16387	0	0	0	-2.40273	-1.59996	0.4	0.117647	0	0	3	0.139732	0.545455	
3	5	3	3	26	5	2	6	0	1	0	0	12	1	0	0	1	0	0	12	1	0	14	0	-1.16387	0	0	-2.14357	-1.16387	0	0	0.117647	0	0	0.0451128	0.117647	0	
5	5	26	3	2	3	3	10	0	1	11	1	1	0	0	0	1	11	1	1	0	0	14	0	-1.16387	-2.12598	-0.816497	0	0	0	0	0.117647	0.0639908	0.4	1	0	0	
5	2	3	26	3	5	3	9	1	0	0	14	0	1	1	1	0	0	14	0	1	1	17	-1.16387	0	0	-2.24672	0	-1.16387	-0.816497	0.117647	0	0	0.0627803	0	0.117647	0.4	
26	3	5	3	2	3	5	12	11	0	0	0	2	1	0	11	0	0	0	2	1	0	14	-2.05002	0	0	0	0	-0.816497	0	0.241843	0	0	0	2	0.4	0	
5	2	5	3	3	3	26	2	0	0	0	0	0	0	6	0	0	0	0	0	0	6	6	0	0	0	0	0	0	-1.73977	0	0	0	0	0	0	0.0191693	
5	26	2	3	5	3	3	42	116	191	1	74	144	2	1	13	54	0	3	48	2	1	267	0.16668	0.386659	0	0	-0.0242416	-0.972558	-0.816497	56.9	53.0322	1	49.3333	68.9	0.8	0.4	
3	3	5	5	2	26	3	14	1	3	27	2	0	43	0	1	0	1	0	0	16	0	46	-0.816497	0	-0.897703	1.21425	0	0.99991	0	0.4	2	11.4	0.923077	0	10.8082	0	
3	5	2	26	3	5	3	37	2	29	14	136	32	56	0	1	1	1	53	4	4	0	153	0	-1.13781	0	-0.563888	0	0.893224	0	1.33333	11.8	14	29.2966	21.3333	26.381	0	
3	3	5	3	2	5	26	35	0	157	167	0	0	169	237	0	4	10	0	0	1	44	255	0	0	1.13524	0	0	0.702186	1.73237	0	105.667	92.1	0	0	77.2381	83.3746	
2	26	5	5	3	3	3	21	0	37	18	26	27	0	0	0	8	10	2	4	0	0	53	0	-0.911194	-1.05703	0.788043	0	0	0	0	5.74463	7.4	13.8	18	0	0	
5	3	3	5	3	26	2	18	28	0	0	30	15	31	0	3	0	0	1	3	2	0	39	-0.0222161	0	0	-0.415378	0	0.729459	0	13.4	0	0	13.6	10	7.36875	0	
5	5	3	2	3	3	26	36	120	128	0	1	31	4	179	17	11	0	1	11	4	57	227	-1.14924	1.1348	0	0	0	0	0.816504	48.9	70.6	0	1	20.6667	2.66667	47.9169	
3	3	26	3	5	2	5	33	86	4	116	2	46	0	65	6	2	27	2	4	0	26	156	0	0	1.63506	0	-1.18792	0	0.485309	57.3333	2.66667	37.4857	1.33333	18.6	0	33.2	
5	26	3	3	5	3	2	42	180	251	3	1	137	146	20	5	48	2	1	11	5	10	288	-0.0882388	0.771171	0	-0.816497	1.59095	0	0	85.4	75.9494	2	0.4	79.5	100	20	
2	26	3	3	5	5	3	31	15	112	0	18	85	80	0	1	28	0	8	14	1	0	141	0	0.111025	0	0	0.930174	1.14584	0	15	25.7829	0	12	45.8	44.2	0	
3	2	5	3	5	3	26	7	1	0	1	0	1	0	5	1	0	0	0	0	0	4	6	-0.816497	0	-1.16387	0	0.950509	0	-0.363745	0.4	0	0.117647	0	0.461538	0	0.704904	
3	26	3	5	2	5	3	25	2	76	1	58	0	45	1	2	18	1	0	0	1	1	81	0	2.33391	-0.816497	-0.782995	0	-0.239592	-0.816497	1.33333	27.348	0.4	20.4762	0	14.5818	0.4	
3	3	2	26	5	3	5	15	1	0	0	22	1	0	16	1	0	0	10	1	0	4	28	-0.816497	0	0	-0.498244	-1.16387	0	-1.66472	0.4	0	0	3.15774	0.117647	0	4.57143	
5	26	3	2	5	3	3	8	3	6	1	0	1	0	1	1	4	0	0	0	0	1	8	-0.30187	-1.64123	-0.816497	0	0.950509	0	-0.816497	1.14286	0.138929	0.4	0	0.461538	0	0.4	
2	26	3	3	5	5	3	3	0	1	0	0	0	0	1	0	1	0	0	0	0	1	2	0	-0.842598	0	0	0	0	-0.816497	0	0.00319489	0	0	0	0	0.4	
3	26	3	5	5	2	3	24	0	45	2	27	23	0	13	0	22	2	4	0	0	2	53	0	-0.303097	0	-0.552433	-0.564961	0	0	0	8.84513	1.33333	12	10.2	0	8.66667	
5	5	2	3	3	3	26	12	7	4	0	5	2	0	11	1	0	0	0	2	0	2	14	-0.345136	1.46815	0	-1.12397	0	0	0.367965	2.66667	1.84615	0	2	1.33333	0	2.31136	
3	3	26	5	2	5	3	20	1	0	42	2	1	24	1	1	0	18	2	1	0	1	47	-0.816497	0	0.420862	-1.42961	0	-0.59738	-0.816497	0.4	0	9.54441	0.363636	1	8.7619	0.4	
26	3	3	5	2	5	3	20	32	1	19	25	0	17	0	11	1	4	2	0	2	0	43	-1.22502	-0.816497	0	-1.10175e-15	0	-1.47936	0	3.34712	0.4	12.6667	12	0	5.09524	0	
5	3	2	5	3	26	3	26	18	1	2	21	2	34	0	2	1	2	7	2	17	0	48	1.36525	-0.816497	0	0.675802	0	0.730824	0	9.14286	0.4	2	11	1.33333	8.66046	0	
3	3	5	2	5	3	26	16	1	0	3	27	1	0	9	1	0	2	26	1	0	9	40	-0.816497	0	-1.35841	0	-1.16387	0	-2.06221	0.4	0	0.857143	27	0.117647	0	0.0542169	
3	5	5	3	26	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	26	3	5	5	3	3	9	31	4	0	1	1	0	1	29	3	0	1	1	0	0	36	0	-1.53261	0	-1.16387	-1.16387	0	-0.816497	31	0.0150376	0	0.117647	0.117647	0	0.4	
5	3	3	5	26	2	3	17	1	2	1	1	9	4	1	1	2	1	1	9	4	1	19	-1.16387	0	-0.816497	-1.16387	-2.06221	0	-0.816497	0.117647	1.33333	0.4	0.117647	0.0542169	4	0.4	
3	3	2	3	5	26	5	8	0	1	89	0	1	4	0	0	1	89	0	1	4	0	95	0	-0.816497	0	0	-1.16387	-1.53261	0	0	0.4	89	0	0.117647	0.0150376	0	
5	2	3	26	3	3	5	12	1	105	2	7	0	1	0	1	104	2	6	0	1	0	115	-1.16387	0	0	-1.87692	0	-0.816497	0	0.117647	105	1.33333	0.0313901	0	0.4	0	
5	3	3	2	26	3	5	4	0	1	0	7	0	0	0	0	1	0	7	0	0	0	8	0	-0.816497	0	0	0	0	0	0	0.4	0	7	0	0	0	
5	3	2	5	3	3	26	25	1	1	78	4	1	4	13	1	0	76	4	0	4	11	99	-1.16387	-0.816497	0	-1.0938	-0.816497	0	-2.34238	0.117647	0.4	78	1.6	0.4	2.66667	0.142857	
5	26	3	3	3	5	2	16	1	11	0	0	1	3	217	1	9	0	0	1	2	214	230	-1.16387	-2.18586	0	0	-0.816497	-1.59996	0	0.117647	0.0738255	0	0	0.4	0.545455	217	
3	2	3	5	5	3	26	19	0	49	0	3	2	1	11	0	49	0	3	2	1	11	66	0	0	0	-1.59996	-1.42961	-0.816497	-2.20275	0	49	0	0.545455	0.363636	0.4	0.132787	
5	3	26	2	3	5	3	8	0	0	14	0	1	1	0	0	0	14	0	1	1	0	16	0	0	-2.23343	0	-0.816497	-1.16387	0	0	0	0.057377	0	0.4	0.117647	0	
3	3	26	3	5	5	2	13	1	0	71	0	1	0	0	1	0	71	0	1	0	0	73	-0.816497	0	3.30162	0	-1.16387	0	0	0.4	0	25.9425	0	0.117647	0	0	
26	2	3	3	5	3	5	22	133	1	0	1	4	2	2	132	1	0	1	4	2	1	142	-2.5542	0	0	-0.816497	-1.71166	0	-1.42961	4.85668	1	0	0.4	0.727273	1.33333	0.363636	
3	5	2	5	26	3	3	5	0	0	0	0	7	0	0	0	0	0	0	7	0	0	7	0	0	0	0	0.525606	0	0	0	0	0	0	1.40971	0	0	
3	2	26	3	3	5	5	9	0	1	35	0	0	0	1	0	1	35	0	0	0	1	37	0	0	1.53823	0	0	0	-1.16387	0	1	8.86135	0	0	0	0.117647	
5	3	3	5	2	26	3	13	2	1	1	1	0	8	1	2	1	1	1	0	8	1	14	-1.42961	-0.816497	-0.816497	-1.16387	0	-0.0956292	-0.816497	0.363636	0.4	0.4	0.117647	0	1.23149	0.4	
5	2	5	3	3	26	3	10	1	0	1	0	0	13	0	1	0	0	0	0	12	0	14	-1.16387	0	-1.16387	0	0	1.10918	0	0.117647	0	0.117647	0	0	3.1727	0	
2	3	5	3	3	5	26	9	0	0	0	1	0	1	22	0	0	0	1	0	1	22	24	0	0	0	-0.816497	0	-1.16387	-1.10713	0	0	0	0.4	0	0.117647	2.12497	
5	26	2	3	3	3	5	9	0	10	0	1	0	0	1	0	10	0	1	0	0	1	12	0	0.466975	0	-0.816497	0	0	-1.16387	0	2.01457	0	0.4	0	0	0.117647	
3	2	5	3	26	5	3	9	1	1	1	0	11	1	0	1	1	1	0	11	1	0	15	-0.816497	0	-1.16387	0	1.07093	-1.16387	0	0.4	1	0.117647	0	2.58104	0.117647	0	
5	5	3	26	3	3	2	30	36	31	3	69	2	36	0	8	2	2	27	1	7	0	90	1.2683	-1.71342	0	0.904252	-0.972558	0	0	20.2	8.85714	2	19.2262	0.8	24	0	
3	3	5	2	26	3	5	7	0	0	1	0	7	3	2	0	0	0	0	3	0	0	7	0	0	-1.16387	0	-0.371638	0	-1.50358	0	0	0.117647	0	1.05766	2	0.235294	
2	3	26	5	5	3	3	27	0	1	110	80	75	22	1	0	1	25	13	3	3	0	131	0	-0.816497	1.39669	-0.987795	-0.90184	0	-0.816497	0	0.4	32.8403	33.4	20.7636	14.6667	0.4	
5	3	3	5	3	2	26	9	14	1	0	14	15	0	18	0	1	0	0	0	0	2	19	0.91729	-0.816497	0	0.366916	0	0	0.615942	6.66667	0.4	0	6.09524	10	0	4.1	
5	3	2	3	3	26	5	14	13	0	1	0	0	11	3	9	0	1	0	0	7	0	21	-1.05315	0	0	0	0	-0.778066	-1.59996	4.28571	0	1	0	0	1.39678	0.545455	
2	3	5	26	5	3	3	33	0	2	64	101	5	42	2	0	0	15	43	2	1	1	120	0	0	-0.0295685	0.0497697	-1.79107	0	0	0	1.33333	30.6	23.5381	0.909091	28	1.33333	
3	5	3	2	5	26	3	13	0	4	1	0	6	7	1	0	0	0	0	3	2	1	11	0	-1.43414	-0.816497	0	-0.668229	0.85375	-0.816497	0	1.14286	0.4	0	2.6	1.81322	0.4	
3	5	5	26	3	2	3	28	3	13	9	65	1	24	1	0	5	1	31	1	0	1	73	-1.04849	-0.512087	0.334641	-2.09956	-0.816497	0	-0.816497	1.2	5.8	3.90476	5.53312	0.4	24	0.4	
3	3	5	3	2	5	26	28	1	115	122	1	3	114	157	0	1	3	0	0	5	24	168	-0.816497	0	-1.49799	-0.816497	0	-1.64063	-1.39402	0.4	76.6667	37.0476	0.4	3	33.4762	21.2051	
3	3	3	5	26	2	5	13	0	6	0	9	24	1	1	0	0	0	0	13	1	0	25	0	0	0	1.42029	-0.0357362	0	0.950509	0	4	0	4.33333	4.89437	1	0.461538	
5	3	2	3	26	5	3	15	4	2	1	4	7	1	0	4	2	1	4	7	1	0	19	-1.0938	-0.972558	0	0	-1.87692	-1.16387	0	1.6	0.8	1	2.66667	0.0313901	0.117647	0	
3	5	26	2	3	5	3	15	3	1	7	4	0	2	1	3	1	7	4	0	2	1	18	-1.04849	-1.16387	-1.88849	0	0	-1.42961	-0.816497	1.2	0.117647	0.0596645	4	0	0.363636	0.4	
5	3	3	3	2	26	5	3	0	0	0	1	6	0	0	0	0	0	1	6	0	0	7	0	0	0	-0.816497	0	0	0	0	0	0	0.4	6	0	0	
3	5	26	3	2	3	5	5	0	0	2	0	18	0	0	0	0	2	0	18	0	0	20	0	0	-1.15475	0	0	0	0	0	0	0.00692042	0	18	0	0	
3	2	3	5	26	3	5	12	0	16	0	2	5	3	1	0	16	0	2	5	3	1	27	0	0	0	-1.42961	-1.67139	0	-1.16387	0	16	0	0.363636	0.0204918	2	0.117647	
3	5	26	3	5	2	3	5	0	0	3	0	0	21	0	0	0	2	0	0	20	0	23	0	0	-1.37388	0	0	0	0	0	0	0.0112782	0	0	21	0	
5	2	3	3	3	5	26	5	1	3	0	0	0	0	2	1	3	0	0	0	0	2	6	-1.16387	0	0	0	0	0	-1.15475	0.117647	3	0	0	0	0	0.00692042	
3	3	5	2	3	5	26	6	0	0	0	3	0	0	3	0	0	0	3	0	0	3	6	0	0	0	0	0	0	-1.37388	0	0	0	3	0	0	0.0112782	
5	3	3	2	5	3	26	3	0	0	0	5	1	0	0	0	0	0	5	1	0	0	6	0	0	0	0	-1.16387	0	0	0	0	0	5	0.117647	0	0	
2	26	5	3	3	5	3	13	19	6	2	0	0	2	1	19	6	2	0	0	2	1	30	0	-1.789	-1.42961	0	0	-1.42961	-0.816497	19	0.0269058	0.363636	0	0	0.363636	0.4	
26	3	2	3	5	3	5	21	50	31	0	0	1	0	3	19	1	0	0	1	0	1	53	-1.44291	0	0	0	-1.16387	0	-0.627851	6.49633	20.6667	0	0	0.117647	0	0.836364	
2	3	5	3	26	3	5	17	0	8	10	1	90	1	1	0	0	0	1	80	1	1	93	0	0	-0.0160716	-0.816497	-1.43581	-0.816497	-1.16387	0	5.33333	3.66667	0.4	9.9364	0.4	0.117647	
5	26	2	5	3	3	3	17	18	32	1	1	0	5	0	0	14	1	1	0	1	0	35	2.49163	0.304755	0	-1.16387	0	0	0	10	7.08703	1	0.117647	0	3.33333	0	
26	5	3	2	5	3	3	27	132	40	1	0	3	21	1	93	2	0	0	3	2	1	140	-1.93983	-0.0783336	-0.816497	0	-1.59996	0	-0.816497	13.1286	19	0.4	0	0.545455	14	0.4	
5	26	2	3	5	3	3	31	2	130	1	85	20	2	1	1	42	1	3	3	2	1	143	0.195897	0.359873	0	0	-1.2321	0	-0.816497	0.777778	33.5474	1	56.6667	8	1.33333	0.4	
3	3	3	26	5	5	2	26	23	1	0	85	45	0	1	3	1	0	36	3	0	1	93	0	-0.816497	0	-0.580921	-0.294835	0	0	15.3333	0.4	0	16.1971	17.4286	0	1	
5	3	3	5	2	26	3	11	2	0	5	1	0	16	0	0	0	2	1	0	11	0	19	-1.50358	0	0	-1.16387	0	-0.25898	0	0.235294	0	3.33333	0.117647	0	2.73986	0	
2	5	3	3	3	5	26	18	1	24	0	0	0	2	81	1	0	0	0	0	2	57	84	0	-0.921765	0	0	0	-1.42961	0.548671	1	6.54545	0	0	0	0.363636	19.5308	
3	5	5	2	26	3	3	3	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	-0.778153	0	1.74147	0	0	0	0	0.509091	0	0.759702	0	0	
5	3	3	3	26	5	2	26	3	22	1	2	149	107	0	3	6	1	2	37	1	0	162	-1.35841	0	-0.816497	0	1.31595	-0.89941	0	0.857143	14.6667	0.4	1.33333	45.1154	36.9524	0	
3	26	3	5	3	5	2	21	2	16	2	2	1	1	1	2	16	2	2	1	1	1	25	0	-0.507058	-0.972558	-1.42961	-0.816497	-1.16387	0	1.33333	2.38986	0.8	0.363636	0.4	0.117647	1	
3	3	2	5	3	26	5	2	0	0	0	0	0	6	0	0	0	0	0	0	6	0	6	0	0	0	0	0	1.50855	0	0	0	0	0	0	1.65716	0	
2	3	26	5	3	3	5	16	0	1	76	1	5	1	1	0	1	74	0	5	0	1	83	0	-0.816497	3.627	-1.16387	0	-0.816497	-1.16387	0	0.4	29.123	0.117647	3.33333	0.4	0.117647	
5	2	3	5	26	3	3	6	0	0	0	0	47	0	0	0	0	0	0	47	0	0	47	0	0	0	0	2.07995	0	0	0	0	0	0	13.0537	0	0	
26	5	3	3	3	2	5	7	5	2	0	1	0	0	1	5	2	0	1	0	0	1	9	-1.65907	-1.50358	0	-0.816497	0	0	-1.16387	0.018797	0.235294	0	0.4	0	0	0.117647	
5	2	3	3	3	5	26	22	1	0	1	0	2	3	37	1	0	1	0	2	3	37	44	-1.16387	0	-0.816497	0	0	-1.35841	-0.307582	0.117647	0	0.4	0	1.33333	0.857143	6.3141	
5	3	3	3	5	26	2	19	3	0	5	0	1	124	1	2	0	4	0	1	122	1	132	-1.35841	0	0	0	-1.16387	4.28042	0	0.857143	0	3.33333	0	0.117647	52.4189	1	
3	3	5	3	2	26	5	3	0	0	0	0	0	9	0	0	0	0	0	0	9	0	9	0	0	0	0	0	1.54733	0	0	0	0	0	0	2.41086	0	
2	5	3	3	3	26	5	2	0	0	0	0	0	8	0	0	0	0	0	0	8	0	8	0	0	0	0	0	1.64474	0	0	0	0	0	0	2.20954	0	
2	3	5	5	3	26	3	14	0	1	1	1	0	38	1	0	1	1	1	0	38	1	42	0	-0.816497	-1.16387	-1.16387	0	1.46132	-0.816497	0	0.4	0.117647	0.117647	0	9.81318	0.4	
3	3	3	26	5	2	5	16	0	42	0	55	54	0	105	0	0	0	14	12	0	62	135	0	-1.25438	0	-1.49836	1.0901	0	-1.02582	0	16.8	0	4.58764	26.1905	0	35.3333	
26	3	3	5	3	2	5	26	55	33	1	41	0	1	212	19	1	0	11	0	1	161	246	-2.61457	-1.24874	-0.816497	0.198784	0	0	1.4873	1.04382	13.2	0.4	20.2	0	1	121.6	
3	3	26	5	3	2	5	24	1	2	119	87	38	0	71	1	2	27	15	3	0	1	141	-0.816497	0	-2.29957	-0.938052	0	0	-1.64789	0.4	1.33333	5.49133	36.6	25.3333	0	15.8545	
3	3	5	26	5	3	2	18	1	0	26	35	24	20	0	1	0	8	14	4	3	0	52	-0.816497	0	-0.480357	-2.52063	0.116162	0	0	0.4	0	9.71429	0.519603	11.7	13.3333	0	
3	5	2	3	26	3	5	26	1	72	1	1	125	91	108	1	1	1	1	15	2	11	146	-0.816497	1.71927	0	-0.816497	-2.27984	0	0.874194	0.4	42.4	1	0.4	7.67061	60.6667	57.8	
5	3	5	26	3	2	3	25	37	23	51	60	1	1	2	11	0	4	11	1	1	2	79	-1.43189	0	0.0678368	-2.60146	-0.816497	0	0	8.76364	15.3333	24.7	1.3553	0.4	1	1.33333	
2	3	5	3	3	5	26	28	1	1	83	2	21	78	74	1	1	25	2	3	9	16	132	0	-0.816497	-1.26776	0	0	0.842728	-2.50712	1	0.4	20.8182	1.33333	14	41.6	2.53766	
3	3	26	3	2	5	5	13	0	128	140	0	2	14	15	0	0	12	0	2	0	0	144	0	0	-2.8424	0	0	2.13695	1.01543	0	85.6667	1.46676	0	2	7.44444	8.2	
2	26	5	3	3	5	3	10	0	46	1	48	0	28	0	0	5	0	1	0	2	0	56	0	-2.61878	-1.16387	0	0	-2.08893	0	0	0.427574	0.117647	32	0	5.23636	0	
5	5	3	3	2	3	26	11	12	17	0	0	0	13	17	1	1	0	0	0	0	8	26	0.272249	-0.864602	0	0	0	0	-2.26854	5.14286	7.2	0	0	0	8.66667	0.170605	
26	5	3	3	5	2	3	19	48	1	2	2	2	0	1	48	1	2	2	2	0	1	56	-2.75628	-1.16387	0	0	-1.42961	0	-0.816497	0.368364	0.117647	1.33333	1.33333	0.363636	0	0.4	
3	5	3	5	26	2	3	13	0	1	1	2	132	0	3	0	1	1	2	132	0	3	139	0	-1.16387	-0.816497	-1.42961	-2.87194	0	0	0	0.117647	0.4	0.363636	0.699288	0	2	
5	3	3	3	26	5	2	11	0	1	2	0	83	1	0	0	1	2	0	83	1	0	87	0	-0.816497	-0.972558	0	-2.8267	-1.16387	0	0	0.4	0.8	0	0.461912	0.117647	0	
3	3	5	2	3	5	26	9	2	0	0	0	2	0	223	2	0	0	0	2	0	223	227	0	0	0	0	0	0	-2.89981	1.33333	0	0	0	1.33333	0	0.975183	
3	5	26	3	2	3	5	12	1	0	19	1	0	1	3	1	0	19	1	0	1	3	25	-0.816497	0	-2.35618	-0.816497	0	-0.816497	-1.35841	0.4	0	0.0982765	0.4	0	0.4	0.857143	
2	5	26	5	3	3	3	18	1	2	56	1	1	0	1	1	2	56	1	1	0	1	62	0	-1.42961	-2.7788	-1.16387	-0.816497	0	-0.816497	1	0.363636	0.558601	0.117647	0.4	0	0.4	
26	3	5	3	3	5	2	5	28	0	0	1	0	0	0	28	0	0	1	0	0	0	29	-2.51438	0	0	-0.816497	0	0	0	0.105263	0	0	0.4	0	0	0	
3	26	5	2	3	5	3	8	0	59	2	0	0	0	1	0	59	2	0	0	0	1	62	0	-2.73185	-1.42961	0	0	0	-0.816497	0	0.249975	0.363636	0	0	0	0.4	
2	26	5	3	3	5	3	20	1	212	2	1	1	5	2	1	212	2	1	1	5	2	224	0	-2.9552	-1.50358	-0.816497	-0.816497	-1.48614	-0.972558	1	1.63881	0.235294	0.4	0.4	1.42857	0.8	
3	5	26	3	5	3	2	20	4	3	55	0	1	1	0	4	3	55	0	1	1	0	64	0	-1.35841	-2.79372	0	-1.16387	-0.816497	0	2.66667	0.857143	0.491309	0	0.117647	0.4	0	
3	5	3	5	3	26	2	34	1	67	59	76	0	116	0	1	4	4	5	0	30	0	131	-0.816497	1.04556	0	-0.640209	0	0.554486	0	0.4	36.6	39.3333	33.4	0	32.1317	0	
