K_1	K_2	K_3	K_4	K_5	K_6	K_7	tot_K	S_1	S_2	S_3	S_4	S_5	S_6	S_7	prS_1	prS_2	prS_3	prS_4	prS_5	prS_6	prS_7	tot_S	D_1	D_2	D_3	D_4	D_5	D_6	D_7	Pi_1	Pi_2	Pi_3	Pi_4	Pi_5	Pi_6	Pi_7	
3	3	3	5	26	2	5	4	0	0	1	3	1	0	0	0	0	0	1	0	0	0	3	0	0	-0.816497	-1.35841	-0.679535	0	0	0	0	0.4	0.857143	0.0329588	0	0	
5	3	3	26	5	3	2	29	35	26	1	150	37	1	2	1	0	1	109	3	1	1	157	-0.573219	0	-0.816497	-0.294391	-0.63616	-0.816497	0	12.8571	17.3333	0.4	32.065	13.4286	0.4	2	
3	5	2	3	26	3	5	26	22	33	0	0	62	1	27	1	3	0	0	31	1	0	79	0	-0.491928	0	0	-0.339342	-0.816497	1.29136	14.6667	14.8	0	0	13.3755	0.4	13.5238	
2	5	3	3	3	26	5	29	3	118	0	127	1	226	141	3	2	0	3	1	72	4	243	0	0.656839	0	0	-0.816497	0.925785	1.18373	3	53.5714	0	85.6667	0.4	67.0839	78.2	
26	2	5	5	3	3	3	18	36	1	24	23	16	10	0	6	1	5	1	0	1	0	44	-1.05913	0	-1.09258	0.368448	0	0	0	4.28873	1	7.90476	10	10.6667	6.66667	0	
2	3	26	3	5	3	5	18	1	1	55	39	10	0	39	1	1	11	1	1	0	1	60	0	-0.816497	2.30716	-1.25278	-1.98992	0	0.682985	1	0.4	18.9253	15.6	1.81818	0	17.8095	
2	3	3	26	3	5	5	27	0	0	37	130	80	63	58	0	0	1	34	3	2	2	138	0	0	-1.25157	0.724739	0	0.645059	0.233563	0	0	14.8	36.9829	53.3333	28.5714	28.7	
3	5	5	26	3	3	2	21	1	38	34	49	1	5	2	1	2	2	12	1	2	2	60	-0.816497	0.428356	1.23113	1.85078	-0.816497	0	0	0.4	16.6667	19	15.2879	0.4	3.33333	2	
5	5	3	3	3	26	2	16	18	18	0	17	0	26	0	6	1	0	6	0	5	0	39	0.477369	0.134457	0	0	0	0.0281097	0	9.2	7.52381	0	11.3333	0	4.86703	0	
5	26	3	3	3	2	5	36	259	290	1	0	205	11	119	20	32	1	0	23	3	16	360	0.704857	0.807778	-0.816497	0	0	0	0.663334	135.8	85.9447	0.4	0	137.667	11	62.1	
2	5	5	3	26	3	3	18	0	2	15	0	35	0	13	0	2	0	0	20	0	1	38	0	-1.42961	-1.65834	0	-1.05615	0	0	0	0.363636	4.28571	0	4.68142	0	8.66667	
26	5	2	5	3	3	3	29	164	120	2	90	1	104	0	44	10	0	2	1	3	0	182	0.372465	0.71332	0	0.442934	-0.816497	0	0	40.7606	63	2	39.5238	0.4	70.3333	0	
26	3	5	3	2	5	3	31	36	11	9	1	1	13	2	26	2	2	1	1	3	1	48	-1.23162	0	0.460602	-0.816497	0	-0.0465534	0	5.56899	7.33333	4.6	0.4	1	6.2	1.33333	
3	5	5	3	2	26	3	33	1	52	42	46	3	91	4	1	8	0	2	2	38	4	108	-0.816497	0.738098	-1.07188	0	0	-1.62776	0	0.4	27.4	13.9524	30.6667	3	9.39055	2.66667	
3	5	2	3	3	26	5	27	0	27	1	6	2	48	30	0	0	1	0	1	15	1	51	0	0.603572	0	-1.14554	0	0.626943	-1.35662	0	12.1905	1	2.4	1.33333	13.137	9.33333	
26	3	5	2	3	5	3	16	35	0	26	0	19	27	0	8	0	1	0	0	1	0	37	1.62509	0	-0.764163	0	-1.22992	-1.12788	0	10.5655	0	11.2	0	7.6	11	0	
3	5	26	2	3	3	5	18	0	7	17	1	0	9	8	0	2	9	1	0	1	3	24	0	-0.690272	-1.64989	0	0	0	-0.807344	0	2.47619	1.18229	1	0	6	3.4	
5	3	3	5	3	26	2	8	3	0	0	3	7	10	1	0	0	0	1	0	2	1	12	-1.59996	0	0	-0.627851	-1.16172	-1.79386	0	0.545455	0	0	0.836364	2.8	0.305343	1	
3	5	3	5	26	2	3	24	10	7	0	12	34	1	0	4	2	0	1	20	1	0	42	0	-1.89693	0	-0.703142	-0.695263	0	0	6.66667	1.27273	0	5.2	5.84675	1	0	
26	5	3	3	3	2	5	18	28	14	4	0	1	0	5	10	0	3	0	1	0	2	34	-2.01203	1.79356	0	0	-0.816497	0	1.05681	1.55609	6.46154	2.66667	0	0.4	0	2.47619	
2	3	3	3	26	5	5	24	0	0	2	16	45	28	26	0	0	2	2	15	2	2	54	0	0	-0.972558	0	-0.78524	-0.688698	0.668642	0	0	0.8	10.6667	6.72466	12.2	13.6	
26	2	5	5	3	3	3	24	57	0	10	11	8	0	1	46	0	0	2	0	0	1	60	-0.198244	0	-1.26449	-0.381676	-1.17432	0	-0.816497	12.1152	0	2.4	5	3.2	0	0.4	
5	3	26	2	3	3	5	3	2	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0.195897	0	0.448739	0	0	0	-1.50358	0.777778	0	0.429937	0	0	0	0.235294	
5	3	2	5	3	3	26	12	5	1	0	5	1	2	7	1	1	0	2	1	0	3	12	-1.48614	-0.816497	0	-0.099076	-0.816497	-0.972558	-0.556903	1.42857	0.4	0	2	0.4	0.8	0.921248	
2	5	3	3	26	5	3	16	1	9	6	0	13	11	1	1	3	0	0	5	3	1	21	0	-0.197401	0	0	-1.99091	-0.245363	-0.816497	1	4.2	4	0	0.375931	5.1	0.4	
5	3	5	3	2	26	3	6	1	0	0	0	0	4	0	1	0	0	0	0	4	0	5	-1.16387	0	0	0	0	-1.37821	0	0.117647	0	0	0	0	0.0966671	0	
3	2	26	5	5	3	3	26	1	0	26	11	10	9	0	1	0	14	3	0	1	0	31	-0.816497	0	-1.0086	-0.245843	0.26829	-1.18441	0	0.4	0	4.02122	4.28571	4.28571	3.6	0	
2	26	3	5	3	3	5	14	0	11	0	0	2	3	3	0	9	0	0	2	3	1	17	0	-2.13529	0	0	-0.972558	0	0.794383	0	0.133602	0	0	0.8	2	1.33333	
2	5	3	3	3	5	26	11	1	3	0	5	1	1	8	1	2	0	0	1	1	3	13	0	-0.654052	0	0	-0.816497	-1.16387	-1.95208	1	1.04762	0	3.33333	0.4	0.117647	0.0358744	
2	3	3	26	3	5	5	3	0	0	1	1	0	0	1	0	0	0	0	0	0	1	2	0	0	-0.816497	-0.842598	0	0	-1.16387	0	0	0.4	0.00319489	0	0	0.117647	
5	3	3	2	26	3	5	7	1	0	0	0	4	0	1	1	0	0	0	4	0	1	6	-1.16387	0	0	0	-1.54448	0	-1.16387	0.117647	0	0	0	0.0163934	0	0.117647	
3	5	5	3	26	3	2	21	0	12	9	1	20	2	1	0	4	3	1	12	0	1	29	0	-0.954263	0.460602	-0.816497	0.100142	-0.972558	0	0	5	4.6	0.4	4.06092	0.8	1	
3	26	3	5	3	2	5	35	78	133	2	93	1	1	22	2	26	2	2	1	1	4	145	0	0.695916	-0.972558	0.70784	-0.816497	0	-1.09359	52.3333	39.6483	0.8	48.8	0.4	1	7.2381	
3	5	3	2	5	26	3	23	1	46	36	0	49	74	0	1	0	2	0	3	17	0	81	-0.816497	-0.999523	0	0	0.923774	0.778968	0	0.4	15.5238	24	0	26.4	18.7049	0	
26	5	2	3	3	3	5	39	92	10	0	2	0	48	53	40	4	0	2	0	13	7	118	-0.382284	-0.894499	0	0	0	0	-0.0118747	20.5302	4.2	0	1.33333	0	32.3333	25.4	
3	2	5	3	26	5	3	25	6	0	44	1	85	51	0	1	0	0	1	36	3	0	90	0	0	-2.15343	-0.816497	0.439391	0.43472	0	4	0	8.14545	0.4	21.7179	22.381	0	
3	5	26	3	5	3	2	37	10	104	130	1	100	3	1	4	10	30	1	4	3	1	153	0	1.44361	2.14492	-0.816497	2.07724	0	0	6.66667	59.4	51.1287	0.4	55.3333	2	1	
26	2	5	3	5	3	3	36	137	1	97	66	90	0	1	27	0	11	0	13	0	1	163	0.371924	0	0.104441	0	0.351562	0	-0.816497	36.8075	1	47.2	44.6667	45.2	0	0.4	
3	26	2	5	3	3	5	13	0	13	0	8	7	0	10	0	6	0	0	0	0	3	17	0	-0.831193	0	1.80044	0	0	0	0	1.56692	0	4.11111	4.66667	0	4.8	
3	3	5	26	2	5	3	11	9	1	5	20	0	7	0	0	1	0	7	0	2	0	23	0	-0.816497	1.54106	0.872267	0	-1.89693	0	6	0.4	2.30769	4.77404	0	1.27273	0	
2	3	5	3	3	5	26	27	1	0	73	0	69	74	96	1	0	5	0	1	3	19	106	0	0	-1.11188	0	-1.2626	-1.61739	0.817764	1	0	29.9	0	27.6	21.8095	27.0687	
5	3	3	3	2	5	26	34	52	26	2	3	0	39	83	8	6	2	3	0	9	36	111	-0.653398	0	0	0	0	0.754879	-0.593382	22.8	17.3333	1.33333	2	0	20.6	16.5576	
2	5	3	5	3	3	26	25	1	113	95	18	0	1	136	1	2	3	8	0	0	20	150	0	2.31876	0	-1.22752	0	-0.816497	-0.995357	1	60.2222	63.3333	7.2	0	0.4	20.0741	
3	3	2	5	3	26	5	21	0	1	0	33	65	92	29	0	1	0	1	0	10	2	96	0	-0.816497	0	1.2109	0	2.1535	0.674707	0	0.4	0	18.4	43.3333	31.4704	13.2381	
5	3	3	3	26	2	5	21	29	21	0	0	43	0	30	5	1	0	0	11	0	4	56	0.150277	0	0	0	-2.14253	0	-0.103845	14.2	14	0	0	2.24104	0	14.2	
5	3	2	3	3	5	26	27	87	0	1	0	9	10	107	17	0	1	0	4	4	31	134	1.06167	0	0	0	0	-0.894499	-2.21557	47.6	0	1	0	6	4.2	8.24061	
3	3	2	3	5	5	26	31	78	0	1	1	95	92	144	1	0	0	1	8	8	61	175	0	0	0	-0.816497	0.999591	-0.560684	-0.981951	52	0	1	0.4	51.6	40.9	23.1041	
5	5	26	3	2	3	3	30	21	63	89	0	1	26	1	7	9	15	0	1	2	1	109	0.381975	-0.810881	1.59668	0	0	0	-0.816497	10.6	27	28.4214	0	1	17.3333	0.4	
3	2	5	3	3	26	5	25	1	0	134	1	128	193	77	1	0	0	0	1	27	3	198	-0.816497	0	0.0498221	-0.816497	0	1.38965	-0.73046	0.4	0	49.7778	0.4	86.6667	59.2391	33.4	
5	3	3	3	26	5	2	33	63	1	0	131	172	90	0	6	1	0	2	23	10	0	195	-1.11121	-0.816497	0	0	0.945509	0.193359	0	25.8	0.4	0	88.6667	50.7564	44.3	0	
3	5	5	2	26	3	3	31	0	35	47	0	67	0	20	0	13	25	0	28	0	6	112	0	-0.267908	-0.989235	0	-0.266048	0	0	0	16.2	19.6	0	13.5751	0	13.3333	
26	5	2	3	3	3	5	24	90	43	0	1	0	5	43	30	5	0	1	0	2	0	98	-0.404816	0.714979	0	-0.816497	0	0	-1.03302	17.6297	22.6	0	0.4	0	3.33333	11.4545	
3	26	5	3	2	5	3	32	0	151	81	61	0	89	1	0	41	6	2	0	5	1	166	0	-0.011784	0.123482	0	0	0.831825	-0.816497	0	35.825	33.7619	41	0	47.4	0.4	
5	26	3	2	3	5	3	34	143	255	1	3	1	128	34	8	88	1	1	0	4	3	272	1.20498	0.565955	-0.816497	0	-0.816497	-1.75607	0	79.5	66.9952	0.4	3	0.4	36.5714	22.6667	
2	3	3	26	5	3	5	19	0	0	0	24	8	6	8	0	0	0	15	1	0	1	26	0	0	0	-1.97717	-1.17432	0	1.67416	0	0	0	1.78521	3.2	4	3.69231	
5	3	3	2	3	26	5	15	9	0	5	0	1	17	16	0	0	0	0	1	3	3	21	-0.216532	0	0	0	-0.816497	-0.833363	0.115606	3.52381	0	3.33333	0	0.4	2.20553	6.66667	
3	5	3	26	2	5	3	27	2	86	18	139	2	78	2	2	0	2	43	1	0	2	146	-0.972558	0.750305	0	0.864394	0	-1.71223	-0.972558	0.8	39.619	12	38.2119	2	22.4762	0.8	
5	3	26	5	3	2	3	33	173	166	245	179	2	0	1	7	3	36	4	2	0	1	263	1.49258	0	-0.014268	-0.640629	-0.972558	0	-0.816497	99.3	111.333	54.4816	78.7	0.8	0	0.4	
5	26	3	5	3	3	2	14	24	26	0	2	1	20	0	3	6	0	0	1	1	0	32	1.01964	-0.914466	0	-0.778153	-0.816497	0	0	13.1	3.04799	0	0.509091	0.4	13.3333	0	
5	26	3	5	3	2	3	26	39	135	28	85	1	2	0	5	18	3	5	1	0	0	149	-0.610328	-0.628936	0	-0.365709	-0.816497	0	0	17.2	23.3924	18.6667	26.8	0.4	2	0	
5	5	3	26	3	3	2	31	45	63	0	91	56	1	1	1	18	0	36	15	1	1	127	-2.06686	0.440478	0	-0.574791	0	-0.816497	0	8.61818	32	0	17.0212	37.3333	0.4	1	
26	3	3	5	3	5	2	33	316	23	1	237	0	254	1	62	9	1	2	0	10	1	339	1.46138	0	-0.816497	-2.25963	0	1.65775	0	96.8474	15.3333	0.4	43.0909	0	148.4	1	
5	3	5	3	26	2	3	26	29	0	40	34	72	0	35	4	0	4	0	22	0	0	80	-0.815789	0	0.203736	-1.24951	0.775635	0	0	12.4	0	16.9048	13.6	19.9594	0	23.3333	
3	5	3	3	5	2	26	36	59	100	12	2	127	0	195	8	4	0	2	2	0	43	212	0	-0.427485	-1.20539	0	-0.357089	0	-0.642755	39.6667	45.3	4.8	1.33333	58.1	0	40.2964	
3	26	5	3	3	5	2	36	11	192	133	128	1	132	0	3	34	13	3	1	4	0	217	-1.19955	-0.0665599	0.853857	0	-0.816497	0.557507	0	4.4	43.8153	71	85.3333	0.4	68	0	
26	2	3	5	3	3	5	33	125	0	49	59	0	55	90	35	0	3	3	0	6	5	146	-0.201557	0	0	1.28762	0	0	-0.246093	29.3931	0	32.6667	29.4286	0	36.6667	41.8	
3	5	5	3	2	26	3	37	2	108	100	14	0	181	2	2	11	5	3	0	79	2	210	0	0.580841	0.934133	0	0	-0.90643	-0.972558	1.33333	55.8	53.9	9.33333	0	30.578	0.8	
5	3	2	26	3	3	5	13	3	1	0	10	1	0	2	1	1	0	7	0	0	1	13	-0.30187	-0.816497	0	-2.11072	-0.816497	0	-1.42961	1.14286	0.4	0	0.0662469	0.4	0	0.363636	
3	2	5	26	3	5	3	32	0	0	89	137	76	83	0	0	0	8	38	4	4	0	153	0	0	-0.661194	-0.099778	0	0.601915	0	0	0	39	32.1571	51	43	0	
2	5	5	3	3	3	26	39	0	97	110	1	2	59	242	0	13	7	0	2	8	137	280	0	0.365542	-0.230444	-0.816497	0	0	-0.244177	0	48.8	51.2	0.4	1.33333	39.3333	55.3904	
26	3	5	2	3	5	3	42	216	72	91	3	0	76	1	108	7	6	3	0	4	1	237	-1.16071	0	0.229501	0	0	0.835598	-0.816497	39.0529	48.3333	45	3	0	40.5	0.4	
5	26	3	2	3	5	3	29	63	83	26	0	30	54	1	4	21	1	0	0	2	1	98	-0.4605	0.800069	-1.24176	0	0	-0.646999	-0.816497	28.4	22.2188	10.4	0	20	23.7	0.4	
26	5	3	3	2	3	5	27	79	5	2	0	1	1	5	79	5	2	0	1	1	5	93	0.149583	-1.12397	-0.972558	0	0	-0.816497	-1.48614	17.4385	2	0.8	0	1	0.4	1.42857	
5	3	3	2	26	3	5	3	0	0	0	0	5	0	0	0	0	0	0	5	0	0	5	0	0	0	0	2.75966	0	0	0	0	0	0	2.04007	0	0	
2	3	3	3	26	5	5	17	1	1	0	16	35	18	15	1	0	0	0	19	2	0	38	0	-0.816497	0	-1.22187	0.452262	-1.67554	-2.3194	1	0.4	0	6.4	7.89988	5.14286	1.76471	
3	5	26	3	2	5	3	16	0	1	68	2	1	3	2	0	1	68	2	1	3	2	77	0	-1.16387	3.15477	0	0	-1.59996	-0.972558	0	0.117647	24.347	1.33333	1	0.545455	0.8	
26	5	3	2	3	5	3	12	28	10	1	0	2	0	0	19	1	1	0	2	0	0	32	0.99016	-2.20533	-0.816497	0	0	0	0	6.73289	1.17647	0.4	0	1.33333	0	0	
3	5	2	3	3	5	26	25	1	0	1	2	4	15	33	1	0	1	2	4	4	22	45	-0.816497	0	0	-0.972558	0	1.01543	-0.0325548	0.4	0	1	0.8	2.66667	8.2	6.46787	
2	5	3	3	3	26	5	15	0	2	0	1	2	33	1	0	1	0	1	2	32	1	38	0	-1.50358	0	-0.816497	0	1.45086	-1.16387	0	0.235294	0	0.4	1.33333	9.07776	0.117647	
3	5	2	26	3	3	5	11	0	4	0	16	0	0	2	0	0	0	12	0	0	2	18	0	-1.84308	0	0.342479	0	0	-1.42961	0	0.470588	0	3.11691	0	0	0.363636	
2	5	3	5	3	26	3	19	0	1	2	3	0	71	4	0	1	2	3	0	67	0	77	0	-1.16387	-0.972558	-1.59996	0	-1.70589	-1.0938	0	0.117647	0.8	0.545455	0	6.91629	1.6	
3	5	3	2	5	3	26	18	1	2	1	0	0	1	28	1	2	1	0	0	1	28	33	-0.816497	-1.50358	-0.816497	0	0	-0.816497	0.081987	0.4	0.235294	0.4	0	0	0.4	5.6941	
2	3	3	26	5	3	5	16	0	0	0	22	9	6	7	0	0	0	11	3	0	0	25	0	0	0	0.0140828	-0.492119	0	-2.08073	0	0	0	4.3397	3.33333	4	0.823529	
5	26	5	3	3	3	2	40	71	138	102	2	54	2	0	3	34	5	2	2	2	0	153	1.49421	0.699103	0.223553	0	0	0	0	40.8	39.0242	50.4	1.33333	36	1.33333	0	
3	3	2	5	3	26	5	34	2	1	0	132	128	172	133	2	0	0	1	2	39	2	218	0	-0.816497	0	0.3031	0	1.79918	0.830006	1.33333	0.4	0	56.6667	86.3333	61.3302	70.8	
3	26	2	3	3	5	5	30	15	74	0	2	1	18	51	0	31	0	2	1	1	11	90	-1.21852	0.516334	0	-0.972558	-0.816497	-0.480942	-1.16556	6	20.1024	0	0.8	0.4	6.71429	20.7	
3	5	5	2	3	3	26	21	0	40	37	1	0	38	62	0	0	0	1	0	1	17	65	0	1.41	1.5391	0	0	0	1.48513	0	22.8	21.4	1	0	25.3333	19.324	
26	3	5	5	3	2	3	21	54	0	22	21	26	0	0	14	0	0	1	1	0	0	56	-0.43574	0	-0.316117	-0.499506	0	0	0	10.1706	0	8.47619	9.4	17.3333	0	0	
5	3	26	5	3	2	3	21	23	0	110	10	8	0	1	0	0	85	0	0	0	1	111	-0.634549	0	1.82097	0.518693	0	0	-0.816497	8.33333	0	35.9073	4.47619	5.33333	0	0.4	
5	3	3	26	5	2	3	19	20	0	6	68	21	0	1	1	0	0	48	0	0	1	72	-1.32408	0	-1.14554	-0.694644	-0.406409	0	-0.816497	6.2381	0	2.4	11.9357	7.95238	0	0.4	
3	3	5	2	3	5	26	24	0	0	81	0	48	87	124	0	0	0	0	1	2	40	131	0	0	-0.444922	0	0	-0.374494	-1.58938	0	0	36.6	0	32	39.7	13.6098	
26	5	2	3	3	3	5	23	54	26	0	1	1	3	20	28	0	0	1	1	1	3	61	0.451349	0.907443	0	-0.816497	-0.816497	0	1.00125	13.1237	14	0	0.4	0.4	2	9.61905	
3	5	3	2	26	3	5	26	1	58	1	0	108	49	51	1	1	1	0	35	0	0	111	-0.816497	-0.17659	-0.816497	0	0.353145	0	1.54609	0.4	22.9524	0.4	0	28.5143	33	26.381	
26	3	5	3	5	3	2	24	87	0	59	40	15	0	0	21	0	3	1	2	0	0	93	-0.780974	0	-0.512711	0	-1.65834	0	0	14.5699	0	26.4	26.6667	4.28571	0	0	
3	5	3	3	5	2	26	34	0	55	44	1	82	1	150	0	4	6	1	6	1	78	190	0	0.228169	0	-0.816497	-0.667026	0	-1.23826	0	23.3333	29.6667	0.4	35.9	1	24.672	
26	3	5	5	3	2	3	23	264	2	218	209	195	0	0	36	2	1	0	1	0	0	268	2.41396	0	-0.972596	-1.27319	0	0	0	98.9202	1.33333	91.3	66.8095	130.333	0	0	
3	2	5	3	5	3	26	20	0	0	40	18	75	0	86	0	0	0	0	0	0	16	96	0	0	1.43608	-1.22752	-0.496686	0	-0.415733	0	0	18.8889	7.2	28	0	16.3545	
3	2	3	3	5	26	5	36	2	1	190	2	200	300	194	1	1	2	1	2	42	0	307	0	0	0	0	-1.16532	1.8819	-1.18906	1.33333	1	127.333	1.33333	65.4286	107.164	63.1429	
5	3	3	3	2	5	26	37	355	3	342	0	0	21	439	10	2	2	0	0	2	82	460	-1.04451	0	0	0	0	-1.31301	0.577575	147.1	2	229.667	0	0	6.57143	129.352	
26	3	3	5	5	2	3	31	219	125	2	129	135	0	0	76	25	2	3	0	0	0	249	0.773964	0	0	-0.0516311	-0.258492	0	0	64.4617	86	1.33333	61.5	62.6	0	0	
2	5	3	26	3	5	3	28	1	100	0	152	87	89	0	1	1	0	50	0	2	0	158	0	-1.17976	0	-1.12132	0	-1.71932	0	1	32.5714	0	26.1533	58	25.619	0	
5	3	26	3	3	2	5	31	84	84	164	0	0	0	91	6	2	49	0	0	0	13	185	-0.549634	0	-0.0937252	0	0	0	0.751094	37.4	56.3333	38.5619	0	0	0	48	
3	5	3	5	26	2	3	21	5	5	2	4	15	0	1	1	2	2	2	10	0	1	23	0	-1.48614	0	-1.84308	-0.467051	0	-0.816497	3.33333	1.42857	1.33333	0.470588	2.4191	0	0.4	
26	3	2	5	5	3	3	6	1	0	0	3	2	0	2	0	0	0	2	0	0	1	5	1.79677	0	0	-1.35841	0.195897	0	0	0.456145	0	0	0.857143	0.777778	0	1.33333	
5	2	3	5	3	26	3	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	-0.842598	0	0	0	0	0	0	0.00319489	0	
3	3	2	3	26	5	5	10	1	0	0	4	9	6	0	1	0	0	0	3	2	0	12	-0.816497	0	0	0	0.831727	-0.338694	0	0.4	0	0	2.66667	2.10493	2.28571	0	
3	2	26	3	5	5	3	27	0	0	22	0	3	6	6	0	0	17	0	1	3	3	29	0	0	-2.34603	0	-0.30187	-0.536266	0	0	0	1.21779	0	1.14286	2.19048	4	
3	3	5	3	5	2	26	7	0	0	0	0	1	0	5	0	0	0	0	1	0	5	6	0	0	0	0	-1.16387	0	-1.68438	0	0	0	0	0.117647	0	0.0224215	
3	3	2	26	5	5	3	13	0	1	0	11	1	3	4	0	1	0	8	1	0	0	14	0	-0.816497	0	-1.7078	-1.16387	-1.70573	0	0	0.4	0	0.574104	0.117647	0.352941	2.66667	
3	5	5	3	2	26	3	7	0	0	6	1	0	9	0	0	0	0	0	0	3	0	9	0	0	-0.931409	-0.816497	0	-0.598302	0	0	0	2	0.4	0	1.06356	0	
5	3	2	5	3	3	26	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	-0.787177	0	0	0	0	0	0	0.0137216	
3	5	5	26	2	3	3	9	0	2	2	8	0	0	2	0	0	0	6	0	0	0	8	0	0.195897	-1.42961	-1.73992	0	0	0	0	0.777778	0.363636	0.244118	0	0	1.33333	
3	2	5	5	26	3	3	6	0	0	0	0	4	0	0	0	0	0	0	4	0	0	4	0	0	0	0	-1.54448	0	0	0	0	0	0	0.0163934	0	0	
26	3	2	3	5	5	3	15	10	1	2	1	0	1	1	10	1	2	1	0	1	1	16	-2.11916	-0.816497	0	-0.816497	0	-1.16387	-0.816497	0.060241	0.4	2	0.4	0	0.117647	0.4	
2	3	5	3	5	26	3	14	0	0	1	0	0	11	1	0	0	1	0	0	11	1	13	0	0	-1.16387	0	0	-2.18586	-0.816497	0	0	0.117647	0	0	0.0738255	0.4	
3	26	5	5	3	2	3	11	0	7	2	0	0	2	0	0	7	2	0	0	2	0	11	0	-1.88849	-1.50358	0	0	0	0	0	0.0596645	0.235294	0	0	2	0	
2	3	5	5	26	3	3	17	1	1	1	2	10	1	0	1	1	1	2	10	1	0	16	0	-0.816497	-1.16387	-1.42961	-2.11916	-0.816497	0	1	0.4	0.117647	0.363636	0.060241	0.4	0	
5	3	3	2	5	26	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26	3	5	3	5	2	3	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	-0.842598	0	0	0	0	0	0	0.00319489	0	0	0	0	0	0	
3	5	2	5	3	3	26	15	1	2	0	0	1	1	8	1	2	0	0	1	1	8	13	-0.816497	-1.42961	0	0	-0.816497	-0.816497	-1.98129	0.4	0.363636	0	0	0.4	0.4	0.0434783	
5	2	26	3	3	5	3	11	0	2	6	0	1	2	0	0	2	6	0	1	2	0	11	0	0	-1.803	0	-0.816497	-1.42961	0	0	2	0.0295567	0	0.4	0.363636	0	
5	26	5	3	3	3	2	12	0	8	4	0	2	0	0	0	8	4	0	2	0	0	14	0	-1.98129	-1.71166	0	-0.972558	0	0	0	0.0434783	0.727273	0	0.8	0	0	
5	3	2	3	3	5	26	34	37	1	1	84	0	112	149	2	1	1	3	0	4	34	166	-0.828745	-0.816497	0	0	0	-0.80073	0.752477	15.8	0.4	1	56	0	48.1	41.7247	
3	5	3	2	3	5	26	39	70	101	1	0	1	72	168	7	3	0	0	1	8	53	188	0	-0.106604	-0.816497	0	-0.816497	1.06139	-0.315621	46.6667	47.8	0.4	0	0.4	39.4	37.6649	
2	5	3	3	3	26	5	32	2	81	77	1	2	116	69	2	0	2	1	2	34	3	126	0	-0.425408	0	-0.816497	0	1.58186	-0.805135	2	36.7	51.3333	0.4	1.33333	39.009	29.6	
5	3	3	3	5	26	2	29	47	20	0	0	51	104	1	4	4	0	0	1	36	1	114	-0.855554	0	0	0	0.500873	-1.40694	0	20	13.3333	0	0	22.619	14.4077	1	
3	3	5	2	5	26	3	23	61	0	66	0	64	94	0	0	0	2	0	1	18	0	97	0	0	0.639663	0	-0.965905	0.362755	0	40.6667	0	29.9048	0	26.8	23.5517	0	
3	3	3	2	5	26	5	31	1	0	35	0	94	165	98	1	0	13	0	2	48	6	187	-0.816497	0	0	0	0.451198	-0.383797	0.316609	0.4	0	23.3333	0	47.8	34.3449	49	
26	3	5	5	3	3	2	21	53	0	38	38	27	1	0	15	0	6	4	1	1	0	65	1.49716	0	0.807334	0.889715	0	-0.816497	0	16.6006	0	20.2	20.4	18	0.4	0	
5	3	26	3	3	2	5	13	28	0	34	0	27	0	31	1	0	4	0	2	0	1	38	0.948689	0	2.44282	0	0	0	0.522011	13.3333	0	11.2555	0	18	0	13.8095	
2	5	5	3	26	3	3	29	1	98	18	3	133	0	100	1	0	3	3	26	0	7	147	0	-1.43199	-0.612126	0	1.95743	0	0	1	30.1905	5.30909	2	47.0148	0	67	
2	5	26	5	3	3	3	28	0	103	128	93	2	0	88	0	5	28	4	2	0	3	142	0	-0.821014	1.6935	1.35442	-0.972558	0	0	0	44.1	43.1258	52.6	0.8	0	59.3333	
26	5	5	3	2	3	3	25	47	8	7	3	1	6	0	40	1	2	3	1	0	0	54	0.374228	-1.26953	0.49788	0	0	-1.14554	0	11.4479	2.47619	3.6	2	1	2.4	0	
3	2	3	5	26	5	3	30	1	0	4	33	62	29	28	1	0	4	2	20	4	2	75	-0.816497	0	0	0.359486	0.11555	-1.13781	0	0.4	0	2.66667	16.6	14.8746	11.8	18.6667	
2	3	5	26	5	3	3	22	0	3	5	29	21	0	0	0	0	3	12	4	0	0	37	0	0	0	0.750545	0.528888	0	0	0	2	2.4	7.52634	10.8	0	0	
2	5	3	5	3	3	26	31	0	28	1	35	30	1	66	0	1	1	7	5	1	19	82	0	-0.0948689	-0.816497	-0.0893025	0	-0.816497	-0.896958	0	11.2381	0.4	16.6	20	0.4	10.9592	
26	3	3	3	2	5	5	38	98	48	3	1	2	53	55	27	2	3	1	1	5	3	114	-0.590004	0	0	-0.816497	0	-1.44335	-0.601041	20.1925	32.3333	2	0.4	2	16.2381	24.3	
2	3	26	3	5	5	3	24	0	0	44	0	19	25	16	0	0	19	0	4	1	0	49	0	0	0.483593	0	0.550229	0.620231	-1.22187	0	0	11.4087	0	9.8	13	6.4	
